time(sec.) 	 T(degreeC.) 	 Q(W.) 
611 	 39.897000 	 50.000000 
612 	 39.884000 	 50.000000 
613 	 39.920000 	 50.000000 
614 	 39.951000 	 50.000000 
615 	 39.992000 	 50.000000 
616 	 39.985000 	 50.000000 
617 	 39.913000 	 50.000000 
618 	 39.882000 	 50.000000 
619 	 39.915000 	 50.000000 
620 	 39.950000 	 50.000000 
621 	 39.836000 	 50.000000 
622 	 39.714000 	 50.000000 
623 	 39.715000 	 50.000000 
624 	 39.622000 	 50.000000 
625 	 39.572000 	 50.000000 
626 	 39.549000 	 50.000000 
627 	 39.608000 	 50.100000 
628 	 39.663000 	 56.700000 
629 	 39.739000 	 67.700000 
630 	 39.738000 	 78.700000 
631 	 39.707000 	 78.900000 
632 	 39.708000 	 79.300000 
633 	 39.652000 	 79.400000 
634 	 39.689000 	 79.800000 
635 	 39.662000 	 80.000000 
636 	 39.598000 	 80.000000 
637 	 39.549000 	 80.000000 
638 	 39.472000 	 80.000000 
639 	 39.468000 	 80.000000 
640 	 39.456000 	 80.000000 
641 	 39.411000 	 80.000000 
642 	 39.425000 	 80.000000 
643 	 39.503000 	 80.000000 
644 	 39.522000 	 80.000000 
645 	 39.535000 	 80.000000 
646 	 39.612000 	 80.000000 
647 	 39.692000 	 80.000000 
648 	 39.728000 	 80.000000 
649 	 39.739000 	 80.000000 
650 	 39.665000 	 80.000000 
651 	 39.537000 	 80.000000 
652 	 39.478000 	 80.000000 
653 	 39.450000 	 80.000000 
654 	 39.458000 	 80.000000 
655 	 39.484000 	 80.000000 
656 	 39.543000 	 80.000000 
657 	 39.576000 	 80.000000 
658 	 39.589000 	 80.000000 
659 	 39.613000 	 80.000000 
660 	 39.583000 	 80.000000 
661 	 39.544000 	 80.000000 
662 	 39.594000 	 80.000000 
663 	 39.581000 	 80.000000 
664 	 39.569000 	 80.000000 
665 	 39.563000 	 80.000000 
666 	 39.548000 	 80.000000 
667 	 39.510000 	 80.000000 
668 	 39.520000 	 80.000000 
669 	 39.527000 	 80.000000 
670 	 39.540000 	 80.000000 
671 	 39.537000 	 80.000000 
672 	 39.542000 	 80.000000 
673 	 39.586000 	 80.000000 
674 	 39.656000 	 80.000000 
675 	 39.660000 	 80.000000 
676 	 39.706000 	 80.000000 
677 	 39.677000 	 80.000000 
678 	 39.700000 	 80.000000 
679 	 39.675000 	 80.000000 
680 	 39.776000 	 80.000000 
681 	 39.835000 	 80.000000 
682 	 39.825000 	 80.000000 
683 	 39.788000 	 80.000000 
684 	 39.756000 	 80.000000 
685 	 39.746000 	 80.000000 
686 	 39.737000 	 80.000000 
687 	 39.661000 	 80.000000 
688 	 39.599000 	 80.000000 
689 	 39.635000 	 80.000000 
690 	 39.592000 	 80.000000 
691 	 39.580000 	 80.000000 
692 	 39.539000 	 80.000000 
693 	 39.539000 	 80.000000 
694 	 39.623000 	 80.000000 
695 	 39.538000 	 80.000000 
696 	 39.442000 	 80.000000 
697 	 39.441000 	 80.000000 
698 	 39.405000 	 80.000000 
699 	 39.376000 	 80.000000 
700 	 39.376000 	 80.000000 
