;content of C:\Users\Bruker\AppData\Local\Temp\92fetmp-50337042.raw - (Diffrac Plus V4 file)
_FILEVERSION = 3
_SAMPLE = Commander Sample ID
_+SAMPLE
_USER = Lab Manager
_GONIOMETER_CODE = 21
_STAGE_CODE = 4
; Goniometer : D8 theta/theta, stage : Open eulerian craddle
_SAMPLE_CHANGER_CODE = 0
_ATTACHMENTS_CODE = 0
_GONIOMETER_RADIUS = 415
_MONOCHROMATOR = 0
; Incident beam monochromator : None
_BETA_FILTER = N
_ANALYZER_CODE = 0
; Received beam analyzer : None
_DATEMEASURED = 09-Dec-2020 13:42:57
_RUNTIME = 12.36928
_WL_UNIT = A
_WL1 = 1.5406
_WL2 = 1.54439
_WL3 = 1.39222
_WLRATIO = 0.5
_ANODE = Cu
_V4_INF_USER = Lab Manager
_V4_INF_SAMPLEID = Commander Sample ID
_V4_INF_CREATOR = V5Converter
_V4_INF_CREATOR_VERSION = 3.3.47.0
_V4_INF_SUBSTRATE = Si (no database)
_V4_INF_LAYER = Si (no database)

; Data for range 1
_DRIVE = COUPLED
_STEPTIME = 76.8
_STEPSIZE = 0.02026
_STEPMODE = C
_START = 20
_THETA = 9.9639
_2THETA = 20
_KHI = -0.25
_PHI = 0
_X = -10.255
_Y = -0.555
_Z = 0.7095
_DETECTORSLIT = out
_AUX2 = 0
_TIMESTARTED = 0
_KV = 40
_MA = 40
_RANGE_WL = 1.5406
_3DPLANE = 0
_V4_PSD2THETA = 9999
_V4_PSDCHANNEL1 = 0
_V4_PSDAPERTURE = 2.083855
_V4_PSDTYPE = 5
_V4_PSDFIXED = 0
_V4_COUNTERS_MASK = 1
_V4_DRIVES_MASK = 0
_V4_ENCODERS_MASK = 0
_2THETACOUNTS = 1
; 2THETA	Cnt2_D1	
35.843086	7.000000	
35.863346	12.000000	
35.883606	6.000000	
35.903865	11.000000	
35.924125	9.000000	
35.944385	6.000000	
35.964645	9.000000	
35.984904	9.000000	
36.005164	4.000000	
36.025424	10.000000	
36.045683	12.000000	
36.065943	9.000000	
36.086203	9.000000	
36.106462	8.000000	
36.126722	6.000000	
36.146982	10.000000	
36.167242	12.000000	
36.187501	5.000000	
36.207761	9.000000	
36.228021	8.000000	
36.248280	6.000000	
36.268540	11.000000	
36.288800	7.000000	
36.309059	9.000000	
36.329319	9.000000	
36.349579	11.000000	
36.369839	8.000000	
36.390098	12.000000	
36.410358	10.000000	
36.430618	5.000000	
36.450877	11.000000	
36.471137	10.000000	
36.491397	9.000000	
36.511656	8.000000	
36.531916	16.000000	
36.552176	11.000000	
36.572436	9.000000	
36.592695	8.000000	
36.612955	14.000000	
36.633215	7.000000	
36.653474	8.000000	
36.673734	12.000000	
36.693994	12.000000	
36.714253	12.000000	
36.734513	14.000000	
36.754773	14.000000	
36.775033	8.000000	
36.795292	4.000000	
36.815552	13.000000	
36.835812	6.000000	
36.856071	6.000000	
36.876331	7.000000	
36.896591	10.000000	
36.916851	10.000000	
36.937110	8.000000	
36.957370	6.000000	
36.977630	5.000000	
36.997889	15.000000	
37.018149	8.000000	
37.038409	8.000000	
37.058668	13.000000	
37.078928	9.000000	
37.099188	8.000000	
37.119448	8.000000	
37.139707	14.000000	
37.159967	5.000000	
37.180227	12.000000	
37.200486	11.000000	
37.220746	7.000000	
37.241006	11.000000	
37.261265	4.000000	
37.281525	13.000000	
37.301785	5.000000	
37.322045	8.000000	
37.342304	9.000000	
37.362564	6.000000	
37.382824	9.000000	
37.403083	12.000000	
37.423343	7.000000	
37.443603	6.000000	
37.463862	8.000000	
