
,t,E,I,assortment
,32.9,0.343537658452988,5.54524511098862E-5,C
,33.0,0.341448426246643,5.54295964539051E-5,C
,33.1,0.339501976966858,5.54169081151485E-5,C
,33.2,0.3375024497509,5.5397305637598E-5,C
,33.3,0.33546108007431,5.5379506200552E-5,C
,33.4,0.333549857139587,5.5366013199091E-5,C
,33.5,0.331504762172699,5.53514324128628E-5,C
,33.6,0.329505741596222,5.53456172347069E-5,C
,33.7,0.327542066574097,5.53237609565258E-5,C
,33.8,0.325438618659973,5.52984215319157E-5,C
,33.9,0.323512822389603,5.52839674055576E-5,C
,34.0,0.321565568447113,5.52693791687489E-5,C
,34.1,0.319569081068039,5.52586726844311E-5,C
,34.2,0.317461431026459,5.52354864776134E-5,C
,34.3,0.31550607085228,5.52203580737114E-5,C
,34.4,0.313544422388077,5.52087910473347E-5,C
,34.5,0.311486601829529,5.51864206790924E-5,C
,34.6,0.309478461742401,5.51727712154388E-5,C
,34.7,0.307492852210999,5.51566034555435E-5,C
,34.8,0.305488795042038,5.51384016871452E-5,C
,34.9,0.303467392921448,5.51224909722805E-5,C
,35.0,0.30146336555481,5.51054701209068E-5,C
,35.1,0.299478858709335,5.50892166793346E-5,C
,35.2,0.297424495220184,5.50701469182968E-5,C
,35.3,0.295526295900345,5.50563707947731E-5,C
,35.4,0.293472170829773,5.50338104367256E-5,C
,35.5,0.291491508483887,5.50217628479004E-5,C
,35.6,0.2894247174263,5.49966245889664E-5,C
,35.7,0.287501037120819,5.49879521131516E-5,C
,35.8,0.285551786422729,5.49684204161167E-5,C
,35.9,0.283496469259262,5.49485497176647E-5,C
,36.0,0.281452387571335,5.49268499016762E-5,C
,36.1,0.279398530721664,5.49072772264481E-5,C
,36.2,0.277486830949783,5.48929907381535E-5,C
,36.3,0.275390148162842,5.48665337264538E-5,C
,36.4,0.273415386676788,5.48460446298122E-5,C
,36.5,0.271481961011887,5.4833572357893E-5,C
,36.6,0.269507050514221,5.48138357698917E-5,C
,36.7,0.267390519380569,5.47886937856674E-5,C
,36.8,0.265500515699387,5.47710284590721E-5,C
,36.9,0.263428598642349,5.47495968639851E-5,C
,37.0,0.261603116989136,5.47352693974972E-5,C
,37.1,0.259491533041,5.47105111181736E-5,C
,37.2,0.257409512996674,5.46840727329254E-5,C
,37.3,0.25534576177597,5.46535551548004E-5,C
,37.4,0.25345042347908,5.46351000666618E-5,C
,37.5,0.251436978578568,5.46122305095196E-5,C
,37.6,0.249507680535316,5.45876398682594E-5,C
,37.7,0.24746385216713,5.45633733272552E-5,C
,37.8,0.245400637388229,5.45312240719795E-5,C
,37.9,0.243421763181686,5.45064173638821E-5,C
,38.0,0.241443246603012,5.44810965657234E-5,C
,38.1,0.239580690860748,5.4454330354929E-5,C
,38.2,0.23746882379055,5.44210001826286E-5,C
,38.3,0.235442772507668,5.4387554526329E-5,C
,38.4,0.233476012945175,5.43589070439339E-5,C
,38.5,0.231445014476776,5.43258860707283E-5,C
,38.6,0.229487463831902,5.42928427457809E-5,C
,38.7,0.227509662508965,5.42566850781441E-5,C
,38.8,0.225455656647682,5.42172007262707E-5,C
,38.9,0.223545789718628,5.41837885975838E-5,C
,39.0,0.221577629446983,5.41435703635216E-5,C
,39.1,0.219491600990295,5.40955439209938E-5,C
,39.2,0.217374414205551,5.40437772870064E-5,C
,39.3,0.215498447418213,5.40014393627644E-5,C
,39.4,0.213437035679817,5.39525113999844E-5,C
,39.5,0.211496859788895,5.39027042686939E-5,C
,39.6,0.209434702992439,5.38422465324402E-5,C
,39.7,0.207469508051872,5.38228452205658E-5,C
,39.8,0.205538615584373,5.37468008697033E-5,C
,39.9,0.203606307506561,5.36748990416527E-5,C
,40.0,0.201529860496521,5.36050163209438E-5,C
,40.1,0.199544459581375,5.35354651510715E-5,C
,40.2,0.197461381554604,5.34578152000904E-5,C
,40.3,0.195478707551956,5.33785223960876E-5,C
,40.4,0.193418622016907,5.32921440899372E-5,C
,40.5,0.1915612667799,5.32144606113434E-5,C
,40.6,0.189548596739769,5.31187616288662E-5,C
,40.7,0.187481626868248,5.30239082872868E-5,C
,40.8,0.185540542006493,5.29224760830402E-5,C
,40.9,0.183484852313995,5.28105199337006E-5,C
