
,t,E,I,assortment
,42.9,0.143734499812126,9.07173939049244E-6,C
,43.0,0.141901284456253,8.79358034580946E-6,C
,43.1,0.13973580300808,8.49202275276184E-6,C
,43.2,0.137827977538109,8.18202178925276E-6,C
,43.3,0.135849192738533,7.85040017217398E-6,C
,43.4,0.133872628211975,7.48549681156874E-6,C
,43.5,0.131885960698128,7.11802905425429E-6,C
,43.6,0.130043894052505,6.72433711588383E-6,C
,43.7,0.127942100167274,6.29943702369928E-6,C
,43.8,0.126036927103996,5.86152821779251E-6,C
,43.9,0.12410381436348,5.4066414013505E-6,C
,44.0,0.122043065726757,4.92524541914463E-6,C
,44.1,0.120188541710377,4.43676253780723E-6,C
,44.2,0.118140108883381,3.88597510755062E-6,C
,44.3,0.11614303290844,3.35537642240524E-6,C
,44.4,0.114311523735523,2.86611681804061E-6,C
,44.5,0.112513035535812,2.28004436939955E-6,C
,44.6,0.110499069094658,1.63176143541932E-6,C
,44.7,0.108466736972332,6.91455614287406E-7,C
,44.8,0.106070041656494,-3.37579724146053E-7,C
,44.9,0.104005455970764,-1.12436607014388E-6,C
,45.0,0.102075532078743,-1.42566952854395E-6,C
,45.1,0.100147597491741,-2.26628710515797E-6,C
,45.2,0.0980483964085579,-3.27156926505268E-6,C
,45.3,0.0959855169057846,-3.91974626109004E-6,C
,45.4,0.0942768231034279,-4.27869753912091E-6,C
,45.5,0.0925559923052788,-5.06684137508273E-6,C
,45.6,0.0904711931943893,-6.17652432993054E-6,C
,45.7,0.0884267389774323,-7.13541312143207E-6,C
,45.8,0.0864405333995819,-8.07721726596355E-6,C
,45.9,0.0843212604522705,-9.12851002067327E-6,C
,46.0,0.0821956172585487,-1.0233630426228E-5,C
,46.1,0.0800509825348854,-1.12260403111577E-5,C
,46.2,0.0779958888888359,-1.23487198725343E-5,C
,46.3,0.0758824720978737,-1.33010009303689E-5,C
,46.4,0.0738780647516251,-1.41427628695965E-5,C
,46.5,0.0718060582876205,-1.49544989690185E-5,C
,46.6,0.0697848200798035,-1.57492849975824E-5,C
,46.7,0.0678324177861214,-1.65104866027832E-5,C
,46.8,0.0658077523112297,-1.72623861581087E-5,C
,46.9,0.0639187768101692,-1.79695673286915E-5,C
,47.0,0.0618820264935493,-1.86448805034161E-5,C
,47.1,0.0600173287093639,-1.92726645618677E-5,C
,47.2,0.0582036413252354,-1.99179258197546E-5,C
,47.3,0.0562315843999386,-2.0646370947361E-5,C
,47.4,0.0541722066700459,-2.14334707707167E-5,C
,47.5,0.0520440712571144,-2.21339669078588E-5,C
,47.6,0.0501003488898277,-2.27140318602324E-5,C
,47.7,0.0480058491230011,-2.32725832611322E-5,C
,47.8,0.0459984242916107,-2.37466376274824E-5,C
,47.9,0.0439544096589088,-2.41590067744255E-5,C
,48.0,0.0418879613280296,-2.45430022478104E-5,C
,48.1,0.0398729369044304,-2.48564444482327E-5,C
,48.2,0.0377762168645859,-2.51304600387812E-5,C
,48.3,0.0357304364442825,-2.5343619287014E-5,C
,48.4,0.0337024703621864,-2.55112741142511E-5,C
,48.5,0.0316636078059673,-2.56209410727024E-5,C
,48.6,0.0296718757599592,-2.5680972263217E-5,C
,48.7,0.0276573300361633,-2.56889704614878E-5,C
,48.8,0.0256061144173145,-2.56779473274946E-5,C
,48.9,0.0236325394362211,-2.56095807999372E-5,C
,49.0,0.0216667857021093,-2.55109779536724E-5,C
,49.1,0.019537003710866,-2.53901388496161E-5,C
,49.2,0.0175368264317513,-2.52417214214802E-5,C
,49.3,0.0156148765236139,-2.50480081886053E-5,C
,49.4,0.0135811259970069,-2.48407684266567E-5,C
,49.5,0.0115812448784709,-2.46072337031364E-5,C
,49.6,0.00952237378805876,-2.43746992200613E-5,C
,49.7,0.00747708510607481,-2.41048838943243E-5,C
,49.8,0.00552834756672382,-2.38312743604183E-5,C
,49.9,0.00340646738186479,-2.35408917069435E-5,C
,50.0,0.00146046699956059,-2.32433062046766E-5,C

